Id,Id2,Total; Estimate; Total population,Total; Estimate; AGE - Under 5 years,Total; Estimate; AGE - 5 to 17 years,Total; Estimate; AGE - 18 to 24 years,Total; Estimate; AGE - 25 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over,Total; Estimate; Median age (years),Total; Estimate; SEX - Male,Total; Estimate; SEX - Female,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,"Total; Estimate; White alone, not Hispanic or Latino",Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over,"Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $1 to $9,999 or loss","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $10,000 to $14,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $15,000 to $24,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $25,000 to $34,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $35,000 to $49,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $50,000 to $64,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $65,000 to $74,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $75,000 or more",Total; Estimate; Median income (dollars),Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 149 percent of the poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 150 percent of the poverty level
8600000US20708,20708,25375,9.4,17,8.5,32.3,14.5,9.7,4.9,3.8,33.7,46.5,53.5,97.2,22.3,62.1,0,6,0,6.8,18,16530,12.3,24.7,26.7,22.8,13.5,1.7,19431,12.3,5.3,9.4,10.4,16.4,13.3,5.1,16.3,41551,24915,7.1,6.1,86.9
8600000US20710,20710,9559,8.2,17.5,9.8,33.4,10.5,10.4,6,4.2,34.6,45.7,54.3,99.1,15.7,63.5,0,1.8,0,18.1,4.1,6170,23.3,37.3,26.3,7.9,5.3,1.8,7457,12.8,11.3,17.6,14.8,14.9,8.4,3.5,5.8,27465,9503,18.1,9.7,72.2
8600000US20711,20711,6586,5.8,17,8.9,23.9,17.4,13.6,7.5,5.9,39.7,49,51,98.1,76.4,15.8,0.1,1.4,0,4.4,74,4496,15.4,42.6,24.1,9.2,8.8,4.5,5366,16,4.9,13.5,6.7,14.2,10.2,5.8,16.6,37611,6586,12.4,8,79.7
8600000US20712,20712,9000,8.9,15,8.6,37.7,10.9,12.4,4.8,1.8,32.5,46.3,53.7,96.2,31.2,49.3,0,1,0,14.7,12.4,6077,26.4,25.5,20.3,17.9,10,2.5,7143,11.4,5.7,17.6,15.8,14.3,8.2,4.1,9.3,29427,8988,14.8,10.6,74.7
8600000US20714,20714,4598,4.3,20.1,7,27.4,14,13.7,7.5,6,37.1,46.8,53.2,95.7,84.2,3.4,0.3,1,0,6.7,82.9,3152,9.4,37.6,30.1,13.3,9.6,3.8,3630,11.5,5.3,11,13.7,12.2,10.3,4.9,21.6,40098,4563,10.4,1.6,88
8600000US20715,20715,26906,6.2,15.8,11.8,23.8,15.9,12.1,6.9,7.4,39.5,49.9,50.1,96,62.3,26.8,0.7,4,0.1,2.2,56.3,17782,4.5,20.1,29,26.5,19.9,2,21865,15.5,5.5,9.8,9.8,10.6,10.3,4.2,24.2,40968,25402,2.9,3.5,93.6
8600000US20716,20716,21184,6.8,17.9,8.2,28.3,16.8,11.9,6.2,3.9,38.2,47,53,96,28.1,62,0,4.1,0,1.7,24.2,14210,5.3,18.8,31.5,25.7,18.6,2.2,16863,11.4,6.1,8.4,8.4,9.8,12.5,6.6,26.6,50564,21007,3.8,2.6,93.6
8600000US20720,20720,22097,7.3,15.2,10.1,28.1,16.7,13.3,7.1,2.1,38.6,47.6,52.4,95.9,24.7,60.5,0.2,9.5,0,1.1,21.7,14883,6.1,15,26.6,29,23.3,2.9,17818,13,4.9,6.9,7.6,9.7,10.8,5.8,31.3,53057,21962,3.3,1.4,95.3
8600000US20721,20721,27847,7.3,17,7.9,21.9,17.9,15.6,7.8,4.6,42.4,45.9,54.1,98.1,8.4,86.3,0.3,2.5,0,0.5,7.5,18863,3.1,14.3,30.4,28.3,23.8,1.9,22539,11.8,4.5,6.4,5.4,10,10.5,6.1,32.9,56885,27396,4.8,1.8,93.3
8600000US20722,20722,5883,6.7,16.1,11.7,28.5,14.9,10.8,7.6,3.7,35.7,48.1,51.9,98.6,39.5,36.5,0,4.2,0,18.4,10.5,3848,33.8,27.4,23.6,9,6.2,1.6,4704,14.2,9.3,16,14.9,13.1,8.4,2.8,5.9,26652,5882,15.1,11.4,73.5
8600000US20723,20723,31049,6.9,20.6,7.7,30.3,16.5,11.3,4.7,1.8,35.8,47.6,52.4,94.9,49,28.1,0.4,16.1,0,1.3,45,20082,4.2,19.7,24.9,27.6,23.7,2.2,23986,11.9,3.9,8.1,8.1,10.9,9.2,5.5,30.9,52399,31013,4.2,4.2,91.6
8600000US20724,20724,17000,9,14.6,7.8,36.5,17.6,8.4,4,2.2,34.2,48,52,95.9,38.7,48.2,0,4.7,0,4.3,33.6,11663,8.9,19.9,29.4,20.5,21.3,3.6,13547,7.6,6.5,9.4,10.5,13,11.3,7.5,24.9,46792,16774,3.1,4.2,92.7
8600000US20732,20732,9861,6,19.8,9.6,27.5,17.4,12,5.1,2.7,35.5,47.3,52.7,95.3,85.1,9,0,0.8,0,0.4,83.3,6375,8,29.2,33.2,17.7,11.9,2.8,7893,14.5,5.3,8.1,10.1,15.3,10.2,3.7,22,41155,9838,7.4,3,89.6
8600000US20733,20733,2747,5.5,16.9,8,22.2,20.4,16,6.9,4,42,52,48,91.8,83.8,6.7,0,0,0,1.2,80.9,1911,6.2,31.9,31.7,18.2,12,3.8,2239,13.5,5,8.4,5.3,11.7,12.2,8.4,25.1,51222,2747,2.3,1.9,95.8
8600000US20735,20735,38237,5.8,16.7,8.5,24.5,17.6,14.3,8,4.6,41.5,47.5,52.5,97.7,10.1,83.5,0.1,2.6,0,1.2,7.9,26391,7.5,30.6,33.4,17.7,10.8,1.4,31176,11.3,4.9,9.8,9.7,11.6,11.7,6.2,23.8,45415,37498,4.9,2.8,92.3
8600000US20736,20736,9517,3.5,21.1,8.4,19.8,18.7,14.7,8.1,5.6,44,50.9,49.1,99.2,85.6,10.6,0.2,2.6,0,0.2,83.6,6373,5.4,31.3,30.4,18.1,14.8,3.1,7697,13.8,6.3,8.8,6.9,10.8,8.2,6.2,28.2,47906,9507,1.8,2.4,95.8
8600000US20737,20737,21248,10,20.2,10.8,32.4,13.2,6.9,3.5,3.1,29.6,52.2,47.8,96.9,50.1,36.4,1,3,0.2,6.1,13.3,12546,33.5,24.8,24.1,10.9,6.7,1.3,15808,10.7,6.6,18.9,15,13.2,7.4,3.6,7.5,27470,21013,16.5,12.7,70.7
8600000US20740,20740,29017,4.9,8.2,35.6,26.5,8.2,8.2,4.6,3.8,25.4,52.8,47.2,96.8,59.4,17.4,0.1,14.6,0.1,5.1,51.5,14880,12,18.4,19.8,22.3,27.4,2.2,25722,30.9,6.2,9.3,8.5,9.8,7,3.1,10.6,21423,25708,25.8,5.8,68.4
8600000US20742,20742,8574,0,4.1,95.9,0,0,0,0,0,19.2,50.3,49.7,98.1,59.5,20.3,0.1,15,0,3.1,59.2,3,0,0,100,0,0,100,8574,67.7,3.1,0.4,0,0,0,0,0,"2,500-",0,-,-,-
8600000US20743,20743,38788,6,17.8,9.8,26.7,15.9,11.8,7.9,4.2,36.7,45.8,54.2,98.4,7.8,89.5,0.3,0.2,0,0.5,2.5,25786,16.8,37.7,31.1,9.8,4.7,0.8,31287,16.2,6.7,12.2,12.8,13.9,9.9,4.8,9.8,31140,38648,12.3,9.8,77.9
8600000US20744,20744,51460,5.5,14.2,8.5,24,14.9,17.3,10.2,5.4,43.4,47.7,52.3,97.3,13,73.7,0.4,6.3,0,3.8,9.3,36981,8.5,24.1,33.5,20,13.8,1.2,43718,12.7,5.8,9.1,9.5,13.2,9.9,5.9,23.2,44247,51020,6.3,3.8,89.9
8600000US20745,20745,30260,5.3,17.6,9.9,32,14.7,11.9,5.9,2.8,35.3,47,53,97.7,7.9,75.4,0,4.3,0,10.1,3.8,20351,16.6,39.2,27.8,10.6,5.8,1.4,24465,14.7,6.5,13.5,13.4,14.6,9.3,4.3,9.8,31063,29992,13.4,10.4,76.2
8600000US20746,20746,27659,5.6,17.8,12.4,28.3,14.8,11.8,6.2,3.1,34.9,44.2,55.8,98.5,6.9,87.4,0.1,1.5,0,2.6,5.1,17748,9.9,35.4,34.4,13.2,7.1,1.1,22325,15,6.3,11.1,10.8,14,10.8,5.5,14,35685,27546,11,7.8,81.2
8600000US20747,20747,37597,6.8,17.1,10.4,27,16.8,11.8,6.2,3.9,36.5,46.4,53.6,98.6,5.7,91.5,0.5,0.5,0,0.5,2.9,24700,10.6,39.5,32.6,11.6,5.8,1,30177,14.7,6.1,12.7,11,16.4,11.1,6.4,10.8,35062,37310,10.4,6.7,83
8600000US20748,20748,38525,6.4,16,9.7,27.5,14.7,12.4,7.8,5.5,38.1,46.3,53.7,98.1,8.5,87.1,0.2,1.6,0,0.8,5.3,26173,9.3,36,33.7,13.4,7.5,1,31711,13.3,6.6,10.7,10.1,16.6,10.9,5.6,13.7,37448,38409,8.4,6.2,85.4
8600000US20751,20751,2315,3.7,14,7.3,18.9,23.9,15.6,12.2,4.5,47.1,52.5,47.5,97.3,94.6,2.2,0,0,0.5,0,90.3,1737,16,27.1,27.9,19.1,10,4,1941,12.8,6,11.7,6.7,12.9,14.1,5.3,23.1,44417,2315,11.4,6.1,82.5
8600000US20754,20754,6809,3.1,22.4,7.7,18.4,19,16.2,9.2,4,44.1,50.1,49.9,96.1,86.7,6.8,0,2,0,0.8,84.2,4557,5.7,26.2,30.8,25,12.3,2.9,5417,10.9,3.4,10.1,10.7,8.9,11.6,5.6,27,50170,6792,4.1,1,94.8
8600000US20755,20755,9809,15.2,24.9,17.5,36.4,4.8,1,0.1,0.2,21.9,54.3,45.7,92.1,67,21.3,0.1,2.8,0,0.9,56.2,4154,2.9,13.7,55.2,19.5,8.7,2.2,6286,12.3,9.4,9.2,9,11.9,10.6,4,10.6,33750,8757,5.7,11.2,83
8600000US20758,20758,486,2.9,5.1,4.3,16.5,24.7,11.3,17.1,18.1,54.3,50.2,49.8,100,88.1,11.9,0,0,0,0,88.1,426,6.6,35.7,27.9,11,18.8,13.5,472,16.3,4.2,6.4,7,10.6,11.7,9.1,30.3,52039,486,6.6,0,93.4
8600000US20759,20759,3417,3.5,25.2,7.1,17.9,19.7,8.9,7.2,10.6,42.6,46.5,53.5,96.2,77,8.3,0,10.9,0,0,76,2196,1.5,24.9,17.9,32.4,23.4,6.2,2606,15.5,8.3,5.8,5.8,6.4,5.9,5,28.9,45833,3417,7.4,1.1,91.5
8600000US20762,20762,3356,17.2,23.8,12.3,37.2,7.5,1.5,0.4,0,22.6,49.9,50.1,94.2,63.8,17.1,5.7,3.1,0,4.5,55.5,1566,3,14.9,56.3,17.4,8.4,3.8,2028,8.1,8.5,14.4,12.8,11.8,10.4,3.6,14.6,34046,3141,7.7,12.5,79.8
8600000US20763,20763,2358,7.8,16.2,12,40.4,6.5,8.7,4,4.5,31.1,49.2,50.8,96.6,59.7,25.8,0.6,10.1,0,0.5,57.3,1509,11.2,9.4,34.9,19.5,25,12.4,1965,12.7,3.6,15.4,7.2,5.8,14,12.6,13.5,47292,2358,14.5,12.8,72.7
8600000US20764,20764,4742,6.1,21.2,6.9,23.1,17,15.8,7.1,2.8,38.5,46.8,53.2,99.4,82.2,16.8,0,0,0,0.3,81.4,3120,8.1,30.4,35.8,15.4,10.4,4.6,3617,11,5.2,10,13.7,11.9,15.6,6.6,19.3,44329,4742,5.2,10.3,84.5
8600000US20765,20765,578,0,2.2,14.2,8.3,19.2,29.1,14.5,12.5,57.2,54.8,45.2,100,87.5,12.5,0,0,0,0,87.5,483,12,40.8,26.7,6,14.5,13,565,1.8,8.7,13.8,12.2,12.9,8.5,5.3,21.8,41694,578,1.7,0,98.3
8600000US20769,20769,6793,4.5,20.3,7.1,25.7,14.1,17,7.7,3.7,39.7,50.3,49.7,96.1,25.2,65.1,0,3.5,0,2.3,15.6,4631,8,15.2,34.7,21.5,20.6,3.7,5438,15.5,5,7,6.4,11.2,10.9,3.6,26.7,47900,6793,10.1,7.7,82.3
8600000US20770,20770,25405,6.1,17.7,10.3,33.2,13.9,11.1,5.1,2.6,33.4,47.1,52.9,96.2,30.6,52.1,0.1,8.1,0,5.4,23,16756,10.7,21.9,26.1,23,18.3,1.9,20551,11.3,5.7,10.4,11.9,13.3,11.9,4.4,16,37660,25390,11.7,7.8,80.6
8600000US20772,20772,44075,5,17.7,8.8,27.8,17.6,12.8,6.8,3.3,40,48,52,97.9,15.8,79.3,0.2,1.6,0,1,13.8,30151,6.2,26.1,31.6,20,16.1,1.4,36026,11.9,4.2,8.6,8.3,11.2,10.9,5.3,28,50011,42822,3.5,3.8,92.7
8600000US20774,20774,44182,5.7,16.9,8.2,27.2,17.7,12.8,7.4,4.2,39.3,44.3,55.7,98,4.3,89.6,0.2,3.3,0,0.6,4,30581,4.9,20.2,33.3,23,18.6,1.7,36171,11.5,5.1,7.6,9,12.2,12.1,6.1,25,47697,43966,6,3.7,90.4
8600000US20776,20776,3339,3.7,18.9,9.5,17.1,18.5,11.9,8.1,12.3,46,46.2,53.8,98.5,91.6,6.9,0,0,0,0,91.1,2269,8.9,42.4,25.9,14.6,8.2,3.8,2673,11.2,6.9,18.2,7.9,8.8,12,6.4,21.5,37239,3329,4.7,1.1,94.2
8600000US20777,20777,3281,2,20.6,7.8,15.6,21.1,15.6,9.2,8.1,48.1,46.7,53.3,99.5,91.9,4.1,0,3.5,0,0,90.4,2282,1.7,16.4,16.6,30.5,34.8,6.2,2695,10.6,3,7.9,9.6,7.9,5.8,6.3,36.1,61413,3215,6.8,0.6,92.7
8600000US20778,20778,2114,4.2,21.8,8.4,13.6,22.5,15.6,12.7,1.2,45.7,50.1,49.9,99.7,93.1,6.5,0,0,0,0,85.7,1386,2.1,19.9,46.4,21,10.6,5.6,1735,13.4,7.7,5.1,4.7,8.1,13.1,4,29.3,53102,2076,9.2,2.6,88.2
8600000US20779,20779,1314,5.7,17.3,5.9,12.6,21.7,16.7,16.1,3.9,49.9,46.6,53.4,99.5,96.3,2.5,0,0.7,0,0,96.3,934,1.7,32.2,24,19.3,22.8,8.4,1099,9.6,6,11.3,4.7,7.5,15.9,4.3,29.3,53778,1314,6.3,0.8,92.9
8600000US20781,20781,11841,8.7,17.3,11.6,31.7,12.8,10.7,5,2.2,31.8,51.4,48.6,97.5,52.2,29.8,0.1,0.7,0,14.6,25.5,7397,27.6,25.5,17.3,13.7,16,2.8,9216,11.8,8.8,14.6,15.3,12.6,7.1,4,13,30623,11734,12.2,9.1,78.7
8600000US20782,20782,33480,7.3,14.5,13,34.1,11.6,9.9,5.4,4.2,31.9,47.9,52.1,97.8,22.3,46.7,0.7,3.1,0,25,14.8,21825,24.7,22.9,22.2,16.3,13.8,1.5,27132,15.3,8.2,14.5,13.1,14.5,7.6,3.5,11.4,29675,32579,13.9,12.3,73.8
8600000US20783,20783,49006,8.5,14,10.4,40.6,11,8.3,4,3.2,31.5,56.9,43.1,97.2,22,24,0.7,3.5,0,47,7.7,32860,45.2,22.3,15.3,10.6,6.6,0.7,39177,14.2,9.9,21.1,14.3,14.1,5.6,2.2,5.5,24191,48255,16.6,13.6,69.8
8600000US20784,20784,29383,7.8,18.6,10.2,30.4,13.8,10.7,5.4,3.1,33.2,49.7,50.3,96.2,25.4,60.9,0.1,2.5,0.3,7.1,6.7,18615,24.2,31.8,27.6,10.5,5.9,1.1,22623,12.8,6.4,13.3,13.5,15.7,9.7,3.8,9,31584,29251,10,11.4,78.5
8600000US20785,20785,35901,8.9,17.1,9.2,29.5,14.2,11.6,6.2,3.3,34.3,45.9,54.1,98.6,10.2,84.4,0.4,0.9,0,2.5,5.7,23255,13.8,31.3,31,13.9,10.1,1.4,28087,15,6.6,11.8,11.1,13.1,10.9,4.8,13.9,34235,35679,12.5,7.7,79.8
8600000US20794,20794,13917,3.7,9.4,9.6,37.9,21,11.4,3.3,3.8,39.6,61.8,38.2,97.9,47,39.9,0.1,5.7,0,5.2,45.4,10759,26.1,29.6,25.2,12.4,6.7,1.9,12299,17.2,2.9,7.1,5.3,5,4.2,3,11.8,26426,8087,5.7,9,85.3
8600000US20812,20812,255,8.6,20,3.9,23.1,14.1,14.1,11.8,4.3,41.3,52.5,47.5,97.3,90.2,1.6,0,5.5,0,0,90.2,172,0.6,2.9,6.4,39.5,50.6,10.1,193,10.9,0.5,8.8,4.1,6.7,8.3,4.7,51.3,80000,255,0.8,2,97.3
8600000US20814,20814,28154,5.6,12.5,7.9,30.4,14.1,12.4,8.6,8.4,39.8,46.8,53.2,96.6,79.2,5,0.1,11.3,0.3,0.7,72,20814,2.1,6.7,11.1,28.8,51.3,2.4,23762,9.5,4.7,6.7,5.6,10.5,10.5,5.3,39.4,63078,27630,5,1.5,93.5
8600000US20815,20815,30533,5.8,15.5,4.4,23.7,14.2,14.5,10.5,11.3,45.4,44.8,55.2,97,86.8,2.7,0,6.5,0,1,79.8,22676,1.6,4.9,9.9,28.4,55.2,2.4,25009,10.8,3.4,5.7,5.7,7,8.6,4,45.2,75081,30403,4.3,1.7,93.9
8600000US20816,20816,16611,5.3,21.7,4.5,19.1,16.3,14.3,10.3,8.6,44.8,48.3,51.7,97.3,89.5,1.6,0,5.9,0,0.3,83.9,11377,1.3,5.7,9.5,27.5,56,3.2,12988,9.8,2.9,7.2,4.9,8.3,6.1,3.7,45.6,78861,16580,2.4,1.1,96.5
8600000US20817,20817,36071,5.7,20.3,5.2,19.6,17.7,13.4,9.5,8.7,44.6,47.1,52.9,96.6,79.5,2.4,0.1,13.6,0,1.1,71.6,24850,2,5.6,11.4,29.2,51.8,1.8,28588,12.2,3.4,5.9,4.9,7,6.9,3.3,44,75339,35844,3.1,1.6,95.4
8600000US20818,20818,1948,3.2,20.1,7.9,15.5,21.6,20,6.4,5.3,46.4,46.2,53.8,96,90.2,0.8,0,4.9,0,0,86.9,1341,4.2,14.9,16,21.2,43.7,9.7,1558,15,2.6,9.6,7.8,5.6,2.1,5.8,44,69063,1948,1.6,5.4,93
8600000US20832,20832,25999,4.9,21,8.9,20.3,19,15.4,6.8,3.8,41.3,48.5,51.5,96.2,69.1,13.9,0.1,11.7,0.1,1.4,61.6,16955,4.9,10.5,23.7,33.8,27.1,2.4,20925,14.7,4.5,7.8,5.4,9.7,8.6,4.8,32.1,51711,25927,2.8,1,96.2
8600000US20833,20833,7832,4,19.2,6.3,21.1,19.8,16.9,8.1,4.6,44.5,45.5,54.5,96.5,71.6,11.4,0.3,12.2,0,1,67.4,5529,3,10.4,20.5,31.7,34.4,4.8,6409,13,5.4,4.5,8.3,7.6,11.1,5.1,34.6,59679,7825,1.1,2.1,96.8
8600000US20837,20837,5935,2.3,22.9,10.7,20,20,16.1,6.1,1.9,42.9,49.3,50.7,99.5,82.5,8.5,0,7.2,0,1.3,77.2,3803,3.7,15.5,30.3,28.9,21.6,4.3,4709,15.2,8.5,8.3,5,9,7.8,3.7,30.2,46850,5903,3,3.9,93.1
8600000US20838,20838,200,7.5,18.5,2,21.5,13,21.5,13.5,2.5,45.5,40.5,59.5,100,96.5,1,0,2.5,0,0,87.5,144,0.7,14.6,20.1,29.9,34.7,18.7,152,15.1,3.3,9.2,7.9,16.4,5.3,5.9,34.2,47917,200,2,2.5,95.5
8600000US20839,20839,111,0,19.8,0,29.7,6.3,10.8,17.1,16.2,54.1,43.2,56.8,100,89.2,4.5,0,6.3,0,0,89.2,89,0,25.8,41.6,24.7,7.9,12.1,111,21.6,0,16.2,4.5,18,13.5,3.6,16.2,35625,111,6.3,0,93.7
8600000US20841,20841,10546,6,23.9,7.8,27.5,17.7,9.7,6.2,1.2,37,50.4,49.6,95.8,42.1,10.7,0.7,39.7,0,2.5,35.5,6567,8.7,8.8,20.4,30.3,31.8,4.3,7879,14.3,4.9,7.1,4.2,8.5,7.2,2.8,34,53577,9907,1.8,1.6,96.6
8600000US20842,20842,1879,5.9,11.1,10.9,20.3,18.3,14.8,13.1,5.6,45.7,52.4,47.6,99.5,92.3,4.7,0,2.1,0,0.4,76.9,1355,3.5,22.4,32.3,23,18.7,5.7,1592,16,11.1,10.4,14.3,8.2,8.2,2.4,22.3,31034,1879,5.5,11.7,82.8
8600000US20850,20850,46711,6,15.3,7.2,28.5,15.3,12.4,7.8,7.5,40.3,46.2,53.8,97,60.2,10.2,0.2,23.2,0,3.3,53.7,33384,5.6,10.5,17.6,28.3,38,1.7,38202,12.7,5.2,8.9,7.2,9.5,8.4,5.1,33.3,52478,45932,6.9,3.7,89.4
8600000US20851,20851,14352,8.2,14.2,9.4,32,15.3,11.4,6,3.4,35,51.8,48.2,95.4,57.1,9.2,0,16.3,0,12.7,40.4,9784,12,23.2,20.5,22.4,21.9,3.1,11785,13.7,6,10.8,10.1,12.3,14.1,3.8,17.7,38149,14284,8.9,4.7,86.4
8600000US20852,20852,44596,5.3,13.2,7.2,34.1,12.8,11.1,7.8,8.4,38.3,47.7,52.3,96.5,68.6,7.3,0.3,17.9,0.1,2.2,59.2,33097,5,9.9,15,28.8,41.4,2.3,37588,10.5,5,8.1,7.9,11.1,11.7,4.8,30.9,52666,43809,6,3.1,90.9
8600000US20853,20853,30073,5.7,16.5,8.6,24,15.3,13.5,8.6,7.9,41.9,49.3,50.7,96.4,62.4,12.4,0.1,11.8,0.3,9.4,51.5,20824,10.4,16.6,22.5,25.8,24.6,2.2,24612,14.4,4.8,11.8,9.7,9.5,9.3,4.2,24,39449,29964,4.9,5.1,90
8600000US20854,20854,50369,4.6,20.7,5.8,15.6,18.3,16.2,11.6,7.1,47.1,49.1,50.9,97.2,72.5,5.1,0.2,19.2,0,0.3,66,34699,2.5,6.3,10.7,28.6,51.9,1.6,40569,13,4.2,5.8,4.2,5.3,6.1,3.5,43.8,76977,50027,3.2,1.4,95.4
8600000US20855,20855,14178,6,16.7,9.7,20.2,18.5,13.7,8.8,6.5,42.4,49.4,50.6,95.3,64.6,10,0.2,19.9,0,0.6,56,9574,5,13,20.2,30.8,31.1,2.5,11752,11.7,5.3,8.9,7.8,8.2,8.1,4.7,28.6,49353,14120,5.7,2.8,91.6
8600000US20860,20860,2347,2.4,20,6.6,21.1,11.4,11.9,4.3,22.2,45,45.1,54.9,96.9,60.8,21.9,0,14.3,0,0,54.2,1665,5.4,21,21.1,27,25.5,8.5,2008,13.7,5.4,14.1,8.1,12.7,3.8,9.3,21.9,40396,2212,7.4,4.5,88.1
8600000US20861,20861,1999,1.1,19.3,17.5,13.1,19.5,16.3,11.3,2,44.8,52.3,47.7,97.9,79.4,12.9,0,5.7,0,0,71.4,1243,1,13.9,13.2,38.7,33.2,9.6,1690,19.7,2.4,9.2,5.3,4,4.7,5,37.8,63190,1999,1.9,6.1,92
8600000US20862,20862,154,0,9.1,6.5,0,14.9,45.5,10.4,13.6,62.1,50,50,92.9,80.5,12.3,0,0,0,0,80.5,130,0,16.9,0,10.8,72.3,18.7,140,12.1,0,8.6,5.7,21.4,0,0,52.1,78036,154,0,0,100
8600000US20866,20866,12900,6.8,18.4,9.4,26.4,15.5,13.3,5.5,4.6,35.9,45,55,93.5,31.3,40.7,0.7,16.4,0,4.5,26.5,8433,7.4,16.1,23.1,27.9,25.5,4,10305,13.7,5.9,11.8,6.4,12.2,9.1,6.2,24.9,44277,12749,3.3,7.3,89.4
8600000US20868,20868,1199,3.9,27.3,11.4,36.4,9,7.8,4.1,0,26.9,48.2,51.8,100,45.2,7.8,0,47,0,0,37.6,688,0,29.2,28.9,23.1,18.8,15.3,923,8.6,3.7,26.7,13.7,2.4,6.9,0,24.8,32917,1199,0,1.3,98.7
8600000US20871,20871,15246,8.7,22.3,4.9,33.3,15.7,8,5,2.2,34.8,49.2,50.8,94,52.8,11.3,0.6,28,0,1.3,46.2,9766,5.3,12.1,23.2,29.6,29.8,3.7,11001,10.1,3.4,5.3,5.8,8.4,10.8,6.9,36.7,64870,15210,2.6,0.5,96.9
8600000US20872,20872,13238,6.7,20.5,7.4,23.8,17.5,14.7,6.4,3.1,38.6,48.8,51.2,96.8,80.4,7.8,0.1,7.7,0,0.8,70.5,8657,6.9,21.2,24.6,27.7,19.5,2.9,10486,14.8,4.6,7.9,6.9,10.5,10.4,7,24.8,47952,13207,6.5,4,89.5
8600000US20874,20874,57979,6.9,19.1,7.8,33.7,16.9,9.4,4.3,1.9,35,49.2,50.8,95.5,50.8,24,0.7,16.5,0,3.6,37.4,38399,7.6,16.9,27.7,27.1,20.7,1.7,45041,13,5,10.4,9.4,11,10.5,6.3,22.4,42265,57946,7.5,5.7,86.8
8600000US20876,20876,26300,6.4,20.5,9.3,30.3,16,11.6,4.1,1.8,34.7,47.8,52.2,94.2,46.6,20.8,0.5,20.7,0,5.6,32,16778,8.1,16.2,30.3,25.2,20.2,2.1,20410,12.4,5.3,10.2,5.8,12.6,9.5,4.6,24.2,43458,26238,7.8,3.6,88.6
8600000US20877,20877,36816,9.6,15.9,8.9,32.6,13.1,9.8,4.6,5.6,33.4,50.3,49.7,95.4,42.8,18.8,0.2,15.9,0,17.8,25.2,24186,20.8,20,24.2,20.8,14.2,1.6,28500,14.5,8.5,14.5,12.2,11,8.3,4.3,13.2,29164,36128,14,8.1,77.9
8600000US20878,20878,63855,6.9,19.1,5.9,28.4,16.1,13.8,6.7,3.2,38.1,47.9,52.1,95,57.9,10.2,0.5,23.6,0,2.8,50.2,43518,4.7,10.3,17.7,31.7,35.6,1.7,50017,11.5,3.8,7.7,7.1,9.6,8.7,4.6,33,55394,63757,4.5,3.2,92.2
8600000US20879,20879,25592,6.8,18.9,9.8,29.4,16,12,5.2,2,35.4,49.2,50.8,94.4,44.1,23.9,0.7,14.8,0,10.8,31.9,16513,11.1,19.1,25.4,26,18.5,2.4,20163,14.8,5.3,11,11.8,11.5,10,4.8,17.4,35540,25417,6.1,6.9,87
